# --- TEST_START: 1746900547 ---
backend-b-1,0.13%,425.8MiB / 30.25GiB,4.69MB / 5.05MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.12%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,0.95%,79.41MiB / 30.25GiB,75.2kB / 116kB
prometheus,0.10%,52.43MiB / 30.25GiB,3.41MB / 3.16MB
myservice,0.79%,589.6MiB / 30.25GiB,85.8kB / 1.59MB
node-exporter,0.00%,13.68MiB / 30.25GiB,93kB / 1.8MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.11%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.09%,79.41MiB / 30.25GiB,75.3kB / 116kB
prometheus,0.41%,52.45MiB / 30.25GiB,3.42MB / 3.16MB
myservice,0.11%,589.4MiB / 30.25GiB,85.8kB / 1.59MB
node-exporter,0.00%,13.68MiB / 30.25GiB,93kB / 1.8MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.11%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.13%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.13%,79.42MiB / 30.25GiB,75.3kB / 116kB
prometheus,0.00%,52.45MiB / 30.25GiB,3.44MB / 3.16MB
myservice,0.12%,589.4MiB / 30.25GiB,86.5kB / 1.6MB
node-exporter,0.00%,13.91MiB / 30.25GiB,93.7kB / 1.82MB
quirky_austin,0.13%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.09%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.11%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.31%,79.41MiB / 30.25GiB,75.3kB / 116kB
prometheus,0.12%,53.14MiB / 30.25GiB,3.46MB / 3.16MB
myservice,0.66%,589.4MiB / 30.25GiB,87.2kB / 1.62MB
node-exporter,0.00%,13.73MiB / 30.25GiB,94.5kB / 1.83MB
quirky_austin,0.11%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.12%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.07%,79.41MiB / 30.25GiB,75.6kB / 116kB
prometheus,2.67%,53.67MiB / 30.25GiB,3.48MB / 3.16MB
myservice,0.10%,589.4MiB / 30.25GiB,87.2kB / 1.62MB
node-exporter,0.00%,13.73MiB / 30.25GiB,94.5kB / 1.83MB
quirky_austin,0.10%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.13%,801.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.16%,79.41MiB / 30.25GiB,75.6kB / 116kB
prometheus,0.00%,53.25MiB / 30.25GiB,3.49MB / 3.16MB
myservice,0.26%,590.9MiB / 30.25GiB,87.9kB / 1.63MB
node-exporter,0.00%,14.06MiB / 30.25GiB,95.2kB / 1.85MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.12%,802.4MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.22%,79.41MiB / 30.25GiB,75.8kB / 116kB
prometheus,0.06%,53.27MiB / 30.25GiB,3.51MB / 3.16MB
myservice,0.10%,590.9MiB / 30.25GiB,87.9kB / 1.63MB
node-exporter,0.00%,14.86MiB / 30.25GiB,95.9kB / 1.86MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,431.2MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.13%,803.2MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.11%,79.41MiB / 30.25GiB,75.8kB / 116kB
prometheus,0.00%,53.25MiB / 30.25GiB,3.52MB / 3.16MB
myservice,0.10%,591.2MiB / 30.25GiB,88.5kB / 1.64MB
node-exporter,0.00%,14.86MiB / 30.25GiB,95.9kB / 1.86MB
quirky_austin,0.12%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.14%,434.9MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.18%,803.1MiB / 30.25GiB,9.72MB / 10.6MB
grafana,0.92%,79.41MiB / 30.25GiB,75.8kB / 116kB
prometheus,0.08%,53.27MiB / 30.25GiB,3.55MB / 3.17MB
myservice,2.00%,591.4MiB / 30.25GiB,89.2kB / 1.66MB
node-exporter,0.00%,14.17MiB / 30.25GiB,96.7kB / 1.88MB
quirky_austin,0.08%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.74%,434.8MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.24%,803.1MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.05%,79.41MiB / 30.25GiB,76kB / 117kB
prometheus,0.29%,53.27MiB / 30.25GiB,3.56MB / 3.17MB
myservice,0.11%,591.4MiB / 30.25GiB,89.2kB / 1.66MB
node-exporter,1.59%,14.29MiB / 30.25GiB,97.4kB / 1.89MB
quirky_austin,0.09%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.10%,434.8MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.11%,803.1MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.07%,79.41MiB / 30.25GiB,76kB / 117kB
prometheus,0.00%,53.26MiB / 30.25GiB,3.57MB / 3.17MB
myservice,0.21%,591.3MiB / 30.25GiB,89.9kB / 1.67MB
node-exporter,0.00%,14.17MiB / 30.25GiB,97.4kB / 1.89MB
quirky_austin,0.13%,1.639GiB / 30.25GiB,10.1MB / 9.62MB
backend-b-1,0.56%,432.8MiB / 30.25GiB,9.25MB / 9.99MB
backend-a-1,0.84%,800.1MiB / 30.25GiB,9.72MB / 10.6MB
grafana,1.96%,79.42MiB / 30.25GiB,76.1kB / 117kB
prometheus,0.00%,53.27MiB / 30.25GiB,3.59MB / 3.17MB
myservice,0.11%,591.3MiB / 30.25GiB,89.9kB / 1.67MB
node-exporter,1.41%,14.87MiB / 30.25GiB,98.1kB / 1.91MB
quirky_austin,0.10%,1.644GiB / 30.25GiB,10.1MB / 9.67MB
backend-b-1,0.14%,432.8MiB / 30.25GiB,9.27MB / 10MB
backend-a-1,0.19%,800.1MiB / 30.25GiB,9.74MB / 10.6MB
grafana,1.12%,79.42MiB / 30.25GiB,76.2kB / 117kB
prometheus,0.85%,53.29MiB / 30.25GiB,3.62MB / 3.17MB
myservice,0.11%,591.3MiB / 30.25GiB,90.6kB / 1.68MB
node-exporter,0.00%,14.87MiB / 30.25GiB,98.1kB / 1.91MB
# --- TEST_END: 1746900752 ---
backend-b-1,0.10%,432.7MiB / 30.25GiB,9.36MB / 10.1MB
backend-a-1,0.09%,800.1MiB / 30.25GiB,9.84MB / 10.7MB
grafana,1.03%,79.41MiB / 30.25GiB,76.2kB / 117kB
prometheus,0.00%,53.27MiB / 30.25GiB,3.63MB / 3.17MB
myservice,0.20%,591.3MiB / 30.25GiB,91.3kB / 1.69MB
node-exporter,0.00%,14.88MiB / 30.25GiB,98.9kB / 1.92MB
